t,n,e,d,vn,ve,vd,phi,theta,psi,p,q,r,phiE,thetaE,psiE,nE,eE,dE,vnE,veE,vdE,T1,T2,T3,T4
5.990000,2.752181,1.004671,-2.005005,0.671619,-0.626554,-0.002551,0.016123,-0.026582,-0.006512,0.032254,0.003663,0.004533,0.017621,-0.026197,-0.007354,2.758824,0.999069,-2.005325,0.674295,-0.615600,-0.006513,2.435746,2.460411,2.436441,2.455606,
6.000000,2.758897,0.998405,-2.005031,0.674232,-0.624992,-0.002371,0.016444,-0.026546,-0.006466,0.032046,0.003863,0.004112,0.017685,-0.026138,-0.007303,2.765583,0.992608,-2.005360,0.676601,-0.618348,-0.005759,2.437566,2.457936,2.439340,2.455000,
6.010000,2.765639,0.992155,-2.005055,0.676841,-0.623399,-0.002183,0.016764,-0.026508,-0.006425,0.031712,0.004064,0.003702,0.018049,-0.026220,-0.006971,2.772509,0.986493,-2.005675,0.681213,-0.616061,-0.009418,2.432811,2.460035,2.433190,2.455818,
6.020000,2.772408,0.985922,-2.005077,0.679446,-0.621774,-0.001973,0.017080,-0.026468,-0.006387,0.031283,0.004360,0.003275,0.017992,-0.026036,-0.007127,2.779132,0.979900,-2.005404,0.680289,-0.620726,-0.004384,2.440858,2.457049,2.439647,2.455282,
6.030000,2.779202,0.979704,-2.005096,0.682047,-0.620119,-0.001767,0.017392,-0.026425,-0.006353,0.030920,0.004703,0.002870,0.018072,-0.025911,-0.006913,2.785864,0.973453,-2.005215,0.681648,-0.622452,-0.000841,2.439141,2.461288,2.437783,2.462298,
6.040000,2.786023,0.973503,-2.005114,0.684645,-0.618432,-0.001580,0.017700,-0.026378,-0.006324,0.030714,0.004989,0.002452,0.018345,-0.026075,-0.006640,2.792947,0.967186,-2.005274,0.688019,-0.621534,-0.001772,2.437298,2.463260,2.435450,2.462502,
6.050000,2.792869,0.967318,-2.005130,0.687239,-0.616715,-0.001404,0.018007,-0.026329,-0.006299,0.030587,0.005311,0.002012,0.018796,-0.026211,-0.006450,2.800052,0.961140,-2.005198,0.693919,-0.617453,-0.000062,2.433491,2.469805,2.431199,2.467456,
6.060000,2.799742,0.961151,-2.005144,0.689828,-0.614968,-0.001244,0.018312,-0.026276,-0.006277,0.030483,0.005732,0.001514,0.019450,-0.025806,-0.006532,2.806614,0.955387,-2.004857,0.690370,-0.609464,0.004964,2.439035,2.467504,2.440221,2.465869,
6.070000,2.806640,0.955001,-2.005156,0.692414,-0.613190,-0.001117,0.018616,-0.026219,-0.006261,0.030301,0.006085,0.001008,0.019737,-0.025841,-0.006462,2.813656,0.949284,-2.004866,0.694825,-0.608040,0.004109,2.439457,2.466888,2.440114,2.464445,
6.080000,2.813564,0.948870,-2.005167,0.694994,-0.611381,-0.001014,0.018919,-0.026158,-0.006250,0.030045,0.006430,0.000500,0.019825,-0.025704,-0.006200,2.820548,0.942989,-2.005099,0.696671,-0.609674,-0.000162,2.436073,2.465568,2.435652,2.464790,
6.090000,2.820514,0.942756,-2.005178,0.697569,-0.609543,-0.000911,0.019219,-0.026094,-0.006244,0.029828,0.006748,-0.000024,0.019918,-0.025359,-0.006352,2.827145,0.936633,-2.005106,0.693094,-0.611571,-0.000176,2.437637,2.464282,2.437073,2.463393,
6.100000,2.827490,0.936660,-2.005187,0.700137,-0.607675,-0.000810,0.019518,-0.026027,-0.006243,0.029643,0.007055,-0.000549,0.020313,-0.025397,-0.006672,2.834218,0.930627,-2.004737,0.697455,-0.608097,0.005639,2.446395,2.460543,2.446774,2.460978,
6.110000,2.834491,0.930584,-2.005195,0.702700,-0.605778,-0.000735,0.019814,-0.025956,-0.006247,0.029497,0.007270,-0.001026,0.020615,-0.025380,-0.006772,2.841281,0.924569,-2.004934,0.701281,-0.606400,0.001866,2.443872,2.459473,2.443736,2.459676,
6.120000,2.841518,0.924526,-2.005202,0.705257,-0.603851,-0.000664,0.020109,-0.025883,-0.006256,0.029392,0.007441,-0.001470,0.021080,-0.025691,-0.006770,2.848741,0.918744,-2.004928,0.710157,-0.600964,0.001552,2.445801,2.459207,2.444037,2.456832,
6.130000,2.848571,0.918487,-2.005209,0.707806,-0.601895,-0.000595,0.020404,-0.025809,-0.006269,0.029287,0.007723,-0.001878,0.021294,-0.025433,-0.006916,2.855657,0.912649,-2.005102,0.709993,-0.600434,-0.001612,2.444270,2.456103,2.444349,2.454633,
6.140000,2.855649,0.912468,-2.005215,0.710348,-0.599911,-0.000514,0.020697,-0.025731,-0.006286,0.029148,0.007998,-0.002249,0.021564,-0.025348,-0.007042,2.862777,0.906620,-2.005624,0.713014,-0.598756,-0.008827,2.441959,2.450926,2.442077,2.448945,
6.150000,2.862752,0.906469,-2.005220,0.712881,-0.597899,-0.000393,0.020989,-0.025651,-0.006307,0.028962,0.008283,-0.002577,0.021676,-0.025294,-0.007031,2.869975,0.900445,-2.005629,0.716115,-0.599309,-0.007458,2.443564,2.450145,2.442915,2.450148,
6.160000,2.869881,0.900490,-2.005224,0.715406,-0.595858,-0.000245,0.021279,-0.025567,-0.006331,0.028837,0.008534,-0.002867,0.021805,-0.025141,-0.006867,2.877041,0.894284,-2.005515,0.717350,-0.599426,-0.004942,2.439944,2.457272,2.437998,2.456981,
6.170000,2.877035,0.894532,-2.005226,0.717923,-0.593790,-0.000087,0.021568,-0.025481,-0.006358,0.028796,0.008814,-0.003172,0.022113,-0.025026,-0.006567,2.884191,0.888312,-2.005280,0.718904,-0.596658,-0.000510,2.440914,2.460094,2.440596,2.459958,
6.180000,2.884214,0.888594,-2.005227,0.720432,-0.591693,0.000061,0.021857,-0.025392,-0.006388,0.028769,0.009054,-0.003493,0.022375,-0.024665,-0.006816,2.891061,0.882333,-2.005296,0.716246,-0.594801,-0.000280,2.452525,2.448128,2.452232,2.449271,
6.190000,2.891419,0.882677,-2.005226,0.722933,-0.589567,0.000200,0.022146,-0.025301,-0.006421,0.028798,0.009215,-0.003735,0.022747,-0.024720,-0.006987,2.898397,0.876491,-2.005244,0.720837,-0.591712,0.000384,2.448921,2.452774,2.448831,2.452999,
6.200000,2.898648,0.876781,-2.005224,0.725426,-0.587413,0.000329,0.022434,-0.025208,-0.006456,0.028833,0.009339,-0.003945,0.023299,-0.024904,-0.007240,2.905917,0.870915,-2.005085,0.727993,-0.584293,0.002488,2.451785,2.453589,2.451193,2.451173,
6.210000,2.905902,0.870907,-2.005221,0.727909,-0.585231,0.000441,0.022724,-0.025114,-0.006493,0.028797,0.009544,-0.004116,0.023610,-0.024799,-0.007519,2.913203,0.865114,-2.005101,0.730319,-0.581652,0.001899,2.451946,2.452084,2.452819,2.449688,
6.220000,2.913181,0.865055,-2.005217,0.730385,-0.583020,0.000542,0.023013,-0.025018,-0.006532,0.028652,0.009762,-0.004247,0.023964,-0.024743,-0.007653,2.920573,0.859378,-2.005342,0.733831,-0.578533,-0.001827,2.451409,2.448991,2.452851,2.445308,
6.230000,2.920485,0.859224,-2.005211,0.732851,-0.580780,0.000651,0.023300,-0.024919,-0.006572,0.028355,0.010015,-0.004332,0.024383,-0.024550,-0.007565,2.927795,0.853749,-2.005230,0.734641,-0.574020,0.000311,2.450663,2.451947,2.452918,2.447493,
6.240000,2.927814,0.853417,-2.005205,0.735307,-0.578513,0.000758,0.023585,-0.024818,-0.006613,0.027881,0.010295,-0.004391,0.024679,-0.024345,-0.007713,2.935011,0.848033,-2.005292,0.734887,-0.572231,-0.000539,2.456043,2.445398,2.458283,2.441563,
6.250000,2.935167,0.847632,-2.005197,0.737754,-0.576217,0.000865,0.023865,-0.024714,-0.006655,0.027286,0.010575,-0.004384,0.025049,-0.024104,-0.007634,2.942232,0.842440,-2.005322,0.735372,-0.567935,-0.000961,2.450737,2.448700,2.454974,2.445945,
6.260000,2.942544,0.841869,-2.005189,0.740191,-0.573895,0.000976,0.024138,-0.024607,-0.006696,0.026564,0.010747,-0.004357,0.025242,-0.024083,-0.007450,2.949715,0.836703,-2.005329,0.739679,-0.566831,-0.000967,2.452055,2.447747,2.455196,2.445364,
6.270000,2.949946,0.836130,-2.005179,0.742617,-0.571545,0.001089,0.024405,-0.024499,-0.006737,0.025790,0.010857,-0.004306,0.025446,-0.024149,-0.007335,2.957333,0.830983,-2.004988,0.745518,-0.565671,0.004472,2.456869,2.449548,2.458863,2.446645,
6.280000,2.957372,0.830415,-2.005168,0.745034,-0.569169,0.001180,0.024664,-0.024389,-0.006778,0.024998,0.010977,-0.004227,0.025282,-0.024173,-0.007306,2.964934,0.824837,-2.004992,0.749604,-0.570941,0.004158,2.453420,2.453865,2.452676,2.451669,
6.290000,2.964823,0.824723,-2.005156,0.747441,-0.566768,0.001256,0.024915,-0.024278,-0.006817,0.024314,0.011177,-0.004162,0.025254,-0.024161,-0.007320,2.972579,0.818854,-2.005042,0.754282,-0.573207,0.002676,2.458081,2.447220,2.455203,2.448261,
6.300000,2.972297,0.819056,-2.005144,0.749837,-0.564341,0.001324,0.025159,-0.024166,-0.006856,0.023905,0.011402,-0.004075,0.025716,-0.024024,-0.007315,2.980121,0.813393,-2.005201,0.756631,-0.566796,-0.000141,2.452877,2.449639,2.451894,2.448225,
6.310000,2.979795,0.813412,-2.005130,0.752223,-0.561891,0.001399,0.025399,-0.024051,-0.006894,0.023562,0.011666,-0.003991,0.025768,-0.023723,-0.007004,2.987469,0.807529,-2.005343,0.755254,-0.567588,-0.002042,2.449952,2.450212,2.448388,2.450251,
6.320000,2.987318,0.807793,-2.005116,0.754597,-0.559417,0.001487,0.025636,-0.023933,-0.006931,0.023345,0.011931,-0.003928,0.025980,-0.023516,-0.007098,2.994960,0.801837,-2.005395,0.757126,-0.565140,-0.002172,2.449074,2.449747,2.448693,2.450958,
6.330000,2.994864,0.802199,-2.005101,0.756959,-0.556921,0.001586,0.025870,-0.023813,-0.006967,0.023228,0.012114,-0.003884,0.025992,-0.023353,-0.007051,3.002544,0.795973,-2.005388,0.759152,-0.565330,-0.001229,2.448642,2.450317,2.447530,2.454045,
6.340000,3.002433,0.796630,-2.005086,0.759310,-0.554401,0.001690,0.026103,-0.023691,-0.007003,0.023305,0.012167,-0.003865,0.026407,-0.023409,-0.007358,3.010325,0.790535,-2.005063,0.764226,-0.559767,0.003871,2.451572,2.455284,2.449558,2.454788,
6.350000,3.010026,0.791086,-2.005069,0.761649,-0.551859,0.001776,0.026337,-0.023568,-0.007038,0.023421,0.012299,-0.003868,0.026971,-0.022974,-0.007482,3.017637,0.785343,-2.005220,0.760720,-0.551321,0.001224,2.454912,2.446844,2.457130,2.446547,
6.360000,3.017643,0.785567,-2.005051,0.763977,-0.549293,0.001860,0.026572,-0.023444,-0.007074,0.023424,0.012336,-0.003832,0.027281,-0.022736,-0.007406,3.025123,0.779949,-2.005036,0.760996,-0.547344,0.003494,2.452855,2.451250,2.455251,2.450972,
6.370000,3.025283,0.780074,-2.005032,0.766293,-0.546704,0.001933,0.026807,-0.023320,-0.007109,0.023333,0.012290,-0.003792,0.027716,-0.022793,-0.007240,3.032971,0.774747,-2.004837,0.766403,-0.540483,0.006021,2.450475,2.456666,2.453726,2.454651,
6.380000,3.032945,0.774607,-2.005013,0.768598,-0.544092,0.001986,0.027041,-0.023196,-0.007143,0.023073,0.012210,-0.003775,0.027958,-0.022535,-0.007080,3.040477,0.769355,-2.004812,0.765981,-0.537703,0.005385,2.447058,2.459688,2.451311,2.456295,
6.390000,3.040631,0.769166,-2.004993,0.770891,-0.541456,0.002025,0.027273,-0.023073,-0.007178,0.022596,0.012115,-0.003796,0.028424,-0.022420,-0.007127,3.048162,0.764267,-2.005035,0.768621,-0.530821,0.001459,2.446474,2.456037,2.451811,2.451519,
6.400000,3.048340,0.763752,-2.004973,0.773172,-0.538798,0.002071,0.027499,-0.022951,-0.007212,0.021865,0.012010,-0.003831,0.028387,-0.022214,-0.007292,3.055750,0.758689,-2.005038,0.768886,-0.532159,0.001484,2.453375,2.448967,2.457050,2.446725,
6.410000,3.056072,0.758364,-2.004952,0.775442,-0.536117,0.002122,0.027719,-0.022829,-0.007247,0.021072,0.011875,-0.003830,0.028758,-0.022215,-0.007283,3.063567,0.753512,-2.004662,0.773349,-0.527653,0.007125,2.452013,2.457149,2.456874,2.451991,
6.420000,3.063826,0.753003,-2.004931,0.777700,-0.533415,0.002153,0.027930,-0.022710,-0.007282,0.020083,0.011778,-0.003830,0.028806,-0.022203,-0.007492,3.071464,0.748076,-2.004775,0.777906,-0.527040,0.004129,2.456260,2.449297,2.459678,2.446627,
6.430000,3.071603,0.747669,-2.004909,0.779946,-0.530691,0.002180,0.028132,-0.022591,-0.007317,0.019077,0.011673,-0.003789,0.028958,-0.022158,-0.007567,3.079326,0.742761,-2.005004,0.781111,-0.524516,0.000090,2.453522,2.449094,2.455980,2.444713,
6.440000,3.079403,0.742362,-2.004888,0.782181,-0.527949,0.002221,0.028324,-0.022473,-0.007352,0.018030,0.011658,-0.003726,0.029082,-0.022296,-0.007447,3.087456,0.737448,-2.004993,0.788307,-0.522991,0.000070,2.451488,2.451531,2.452807,2.447427,
6.450000,3.087225,0.737082,-2.004865,0.784405,-0.525187,0.002274,0.028505,-0.022356,-0.007386,0.017001,0.011743,-0.003664,0.029284,-0.022130,-0.007464,3.095287,0.732249,-2.004616,0.789580,-0.519844,0.005713,2.452006,2.457008,2.453253,2.453030,
6.460000,3.095069,0.731830,-2.004843,0.786617,-0.522408,0.002313,0.028675,-0.022237,-0.007419,0.015993,0.011909,-0.003624,0.029589,-0.021918,-0.007219,3.103108,0.727273,-2.004759,0.790253,-0.513802,0.002202,2.448868,2.455703,2.450640,2.452640,
6.470000,3.102935,0.726606,-2.004820,0.788818,-0.519612,0.002354,0.028836,-0.022117,-0.007452,0.015016,0.012086,-0.003610,0.029573,-0.021765,-0.007220,3.110981,0.721926,-2.004798,0.791545,-0.514225,0.001091,2.449417,2.454353,2.451271,2.450678,
6.480000,3.110823,0.721410,-2.004796,0.791007,-0.516800,0.002402,0.028987,-0.021995,-0.007485,0.014039,0.012293,-0.003607,0.029571,-0.021487,-0.007244,3.118726,0.716642,-2.004784,0.790845,-0.513670,0.000833,2.447600,2.455204,2.448373,2.454214,
6.490000,3.118733,0.716242,-2.004772,0.793185,-0.513974,0.002456,0.029128,-0.021871,-0.007517,0.013195,0.012465,-0.003632,0.029813,-0.021284,-0.007193,3.126548,0.711671,-2.004965,0.791897,-0.508941,-0.001803,2.449997,2.450094,2.450829,2.448754,
6.500000,3.126665,0.711102,-2.004747,0.795350,-0.511134,0.002526,0.029261,-0.021746,-0.007550,0.012443,0.012622,-0.003648,0.029701,-0.021334,-0.007287,3.134707,0.706295,-2.004765,0.798297,-0.510642,0.001167,2.450957,2.452210,2.451309,2.451682,
6.510000,3.134619,0.705991,-2.004722,0.797503,-0.508281,0.002596,0.029386,-0.021618,-0.007583,0.011811,0.012753,-0.003664,0.029736,-0.021052,-0.007217,3.142506,0.701148,-2.004955,0.797119,-0.508400,-0.001809,2.450688,2.449662,2.449220,2.450337,
6.520000,3.142594,0.700908,-2.004696,0.799643,-0.505417,0.002679,0.029505,-0.021490,-0.007616,0.011381,0.012885,-0.003677,0.029625,-0.020902,-0.007093,3.150450,0.695802,-2.004959,0.798525,-0.509502,-0.002008,2.448077,2.451768,2.446975,2.452891,
6.530000,3.150590,0.695854,-2.004669,0.801771,-0.502541,0.002772,0.029619,-0.021360,-0.007649,0.011115,0.012991,-0.003707,0.030018,-0.020858,-0.007098,3.158539,0.691053,-2.005105,0.801925,-0.501542,-0.003566,2.447503,2.450988,2.447072,2.450442,
6.540000,3.158608,0.690829,-2.004642,0.803886,-0.499654,0.002881,0.029731,-0.021229,-0.007682,0.010899,0.013110,-0.003744,0.030031,-0.020671,-0.007172,3.166516,0.685947,-2.004735,0.803282,-0.500417,0.002208,2.454564,2.449096,2.454087,2.450650,
6.550000,3.166647,0.685832,-2.004613,0.805988,-0.496756,0.002978,0.029841,-0.021097,-0.007715,0.010798,0.013167,-0.003756,0.030110,-0.020355,-0.007326,3.174290,0.680928,-2.004726,0.801381,-0.497746,0.002151,2.452737,2.451914,2.451669,2.452054,
6.560000,3.174707,0.680864,-2.004583,0.808078,-0.493846,0.003065,0.029949,-0.020964,-0.007749,0.010760,0.013245,-0.003765,0.030088,-0.020464,-0.006923,3.182591,0.675824,-2.004708,0.807908,-0.496944,0.002273,2.445240,2.459249,2.443837,2.460344,
6.570000,3.182787,0.675926,-2.004552,0.810155,-0.490926,0.003144,0.030058,-0.020831,-0.007783,0.010818,0.013318,-0.003833,0.030207,-0.020561,-0.006824,3.190913,0.670850,-2.004645,0.813580,-0.494251,0.002818,2.449343,2.457382,2.447278,2.455818,
6.580000,3.190889,0.671017,-2.004521,0.812220,-0.487995,0.003214,0.030167,-0.020696,-0.007817,0.010882,0.013505,-0.003921,0.030442,-0.020186,-0.006826,3.198791,0.666086,-2.004514,0.811788,-0.488833,0.004480,2.450561,2.455844,2.450245,2.456686,
6.590000,3.199011,0.666137,-2.004489,0.814272,-0.485053,0.003270,0.030276,-0.020560,-0.007852,0.010975,0.013636,-0.004014,0.030735,-0.019953,-0.007126,3.206810,0.661431,-2.004384,0.812562,-0.482598,0.006085,2.451299,2.456763,2.452278,2.456303,
6.600000,3.207154,0.661286,-2.004456,0.816311,-0.482099,0.003307,0.030387,-0.020423,-0.007888,0.010998,0.013722,-0.004108,0.030841,-0.019907,-0.007331,3.215065,0.656607,-2.004286,0.816229,-0.479534,0.006338,2.458194,2.450273,2.459604,2.449222,
6.610000,3.215317,0.656465,-2.004423,0.818337,-0.479134,0.003329,0.030497,-0.020284,-0.007925,0.010930,0.013778,-0.004146,0.030960,-0.019814,-0.007685,3.223286,0.651830,-2.004348,0.818697,-0.476804,0.004442,2.456217,2.450848,2.457154,2.449139,
6.620000,3.223500,0.651674,-2.004390,0.820349,-0.476158,0.003347,0.030607,-0.020145,-0.007962,0.010782,0.013851,-0.004150,0.031130,-0.019792,-0.007830,3.231594,0.647135,-2.004443,0.822917,-0.472790,0.002099,2.460043,2.445695,2.460479,2.442154,
6.630000,3.231704,0.646912,-2.004356,0.822349,-0.473172,0.003371,0.030716,-0.020006,-0.007999,0.010523,0.014018,-0.004088,0.031152,-0.019598,-0.007788,3.239760,0.642316,-2.004373,0.824192,-0.471315,0.002457,2.454347,2.451044,2.454983,2.448923,
6.640000,3.239927,0.642181,-2.004323,0.824334,-0.470175,0.003398,0.030822,-0.019864,-0.008036,0.010218,0.014204,-0.004020,0.031517,-0.019094,-0.007919,3.247575,0.637953,-2.004564,0.819460,-0.463381,-0.000639,2.455526,2.445305,2.458231,2.443494,
6.650000,3.248171,0.637479,-2.004289,0.826306,-0.467168,0.003441,0.030925,-0.019721,-0.008072,0.009815,0.014322,-0.003915,0.031368,-0.019393,-0.007985,3.256249,0.632996,-2.004236,0.828424,-0.465671,0.003905,2.464111,2.443672,2.464528,2.440122,
6.660000,3.256434,0.632807,-2.004254,0.828264,-0.464150,0.003477,0.031024,-0.019577,-0.008107,0.009352,0.014526,-0.003742,0.031606,-0.019100,-0.007813,3.264381,0.628507,-2.003979,0.827850,-0.460311,0.006730,2.458209,2.450676,2.460825,2.448788,
6.670000,3.264716,0.628166,-2.004220,0.830208,-0.461123,0.003495,0.031118,-0.019430,-0.008139,0.008823,0.014664,-0.003564,0.031721,-0.019078,-0.007862,3.272836,0.623937,-2.003823,0.832102,-0.456931,0.008294,2.459101,2.451742,2.461464,2.449554,
6.680000,3.273018,0.623555,-2.004185,0.832139,-0.458085,0.003492,0.031207,-0.019283,-0.008170,0.008238,0.014768,-0.003383,0.031511,-0.019154,-0.007902,3.281447,0.619065,-2.004124,0.838594,-0.458396,0.002333,2.458123,2.447768,2.457193,2.446376,
6.690000,3.281340,0.618974,-2.004150,0.834055,-0.455039,0.003498,0.031290,-0.019134,-0.008200,0.007755,0.014934,-0.003196,0.031774,-0.018954,-0.007897,3.289796,0.614718,-2.004059,0.839563,-0.451740,0.003133,2.456930,2.449424,2.457629,2.447012,
6.700000,3.289680,0.614423,-2.004115,0.835956,-0.451984,0.003507,0.031368,-0.018984,-0.008227,0.007258,0.015127,-0.003010,0.031704,-0.018797,-0.007895,3.298166,0.610075,-2.003841,0.840832,-0.450712,0.005496,2.458903,2.450782,2.457588,2.448972,
6.710000,3.298040,0.609903,-2.004080,0.837843,-0.448922,0.003508,0.031441,-0.018831,-0.008252,0.006843,0.015391,-0.002828,0.031849,-0.018571,-0.008067,3.306524,0.605717,-2.003888,0.841944,-0.445805,0.004045,2.462947,2.443898,2.463132,2.443158,
6.720000,3.306418,0.605414,-2.004045,0.839716,-0.445853,0.003509,0.031510,-0.018677,-0.008276,0.006478,0.015623,-0.002604,0.031740,-0.018521,-0.008125,3.315066,0.601074,-2.003966,0.845394,-0.445666,0.001926,2.458051,2.447650,2.457343,2.445791,
6.730000,3.314815,0.600956,-2.004009,0.841573,-0.442777,0.003519,0.031575,-0.018520,-0.008297,0.006146,0.015899,-0.002381,0.031740,-0.018357,-0.007947,3.323502,0.596558,-2.003800,0.846782,-0.443996,0.004176,2.456838,2.451282,2.455839,2.449761,
6.740000,3.323231,0.596528,-2.003974,0.843415,-0.439694,0.003525,0.031637,-0.018360,-0.008316,0.005862,0.016209,-0.002180,0.031836,-0.018040,-0.008137,3.331799,0.592161,-2.003766,0.845735,-0.440256,0.004267,2.460856,2.446197,2.461689,2.445206,
6.750000,3.331665,0.592131,-2.003939,0.845241,-0.436605,0.003529,0.031696,-0.018197,-0.008332,0.005570,0.016462,-0.001956,0.031893,-0.017858,-0.007805,3.340245,0.587802,-2.003923,0.847627,-0.436376,0.001642,2.455184,2.449102,2.455391,2.448631,
6.760000,3.340118,0.587765,-2.003904,0.847051,-0.433511,0.003542,0.031751,-0.018032,-0.008347,0.005312,0.016674,-0.001751,0.032049,-0.017525,-0.008065,3.348557,0.583593,-2.004117,0.846920,-0.431192,-0.001190,2.456339,2.443736,2.458379,2.443694,
6.770000,3.348588,0.583430,-2.003868,0.848845,-0.430411,0.003574,0.031805,-0.017865,-0.008359,0.005033,0.016773,-0.001533,0.031837,-0.017197,-0.008040,3.356876,0.579027,-2.003721,0.846135,-0.432408,0.004498,2.460947,2.444092,2.462035,2.447476,
6.780000,3.357077,0.579126,-2.003833,0.850623,-0.427306,0.003597,0.031855,-0.017697,-0.008369,0.004891,0.016694,-0.001296,0.032090,-0.016870,-0.007880,3.365171,0.574955,-2.003554,0.845265,-0.426153,0.006313,2.456495,2.450405,2.459953,2.451503,
6.790000,3.365583,0.574853,-2.003797,0.852385,-0.424196,0.003604,0.031904,-0.017530,-0.008376,0.004693,0.016470,-0.001077,0.032056,-0.016750,-0.007882,3.373691,0.570600,-2.003735,0.848083,-0.424600,0.003087,2.454940,2.449143,2.457947,2.449536,
6.800000,3.374107,0.570611,-2.003761,0.854130,-0.421080,0.003614,0.031951,-0.017365,-0.008382,0.004443,0.016170,-0.000873,0.032009,-0.016370,-0.007683,3.381926,0.566292,-2.003847,0.845995,-0.422713,0.000816,2.450252,2.450663,2.452698,2.453267,
6.810000,3.382648,0.566400,-2.003724,0.855859,-0.417960,0.003633,0.031996,-0.017203,-0.008386,0.004248,0.015752,-0.000712,0.032177,-0.016343,-0.007600,3.390523,0.562214,-2.004073,0.849721,-0.417812,-0.002589,2.448430,2.450127,2.451170,2.449727,
6.820000,3.391207,0.562220,-2.003688,0.857572,-0.414837,0.003677,0.032038,-0.017045,-0.008388,0.003981,0.015335,-0.000584,0.032382,-0.016283,-0.007646,3.399121,0.558261,-2.004017,0.852507,-0.411813,-0.001175,2.447613,2.452411,2.450265,2.451905,
6.830000,3.399782,0.558072,-2.003651,0.859269,-0.411709,0.003733,0.032078,-0.016892,-0.008389,0.003656,0.014925,-0.000494,0.032237,-0.016431,-0.007658,3.407988,0.553929,-2.003695,0.859073,-0.412176,0.003647,2.447709,2.458442,2.448980,2.457424,
6.840000,3.408375,0.553955,-2.003614,0.860951,-0.408577,0.003779,0.032115,-0.016742,-0.008389,0.003315,0.014588,-0.000461,0.032200,-0.016133,-0.007649,3.416416,0.549792,-2.003774,0.858627,-0.409514,0.002245,2.452589,2.451415,2.453206,2.452395,
6.850000,3.416985,0.549869,-2.003576,0.862619,-0.405442,0.003822,0.032148,-0.016596,-0.008389,0.003055,0.014263,-0.000430,0.032284,-0.016174,-0.007670,3.425263,0.545826,-2.003782,0.864321,-0.404802,0.002206,2.453257,2.450853,2.453935,2.451290,
